Fecha_hora_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,promedio_IMPORTE_VALOR_CONCLUIDO,promedio_VALOR_FISICO_CONSTRUCCION,promedio_VALOR_FISICO_TERRENO,promedio_VALOR_FISICO_TERRENO_M2,promedio_regresion_IMPORTE_VALOR_CONCLUIDO,promedio_regresion_VALOR_FISICO_CONSTRUCCION,promedio_regresion_VALOR_FISICO_TERRENO,promedio_regresion_VALOR_FISICO_TERRENO_M2,error_promedio_IMPORTE_VALOR_CONCLUIDO,error_promedio_VALOR_FISICO_CONSTRUCCION,error_promedio_VALOR_FISICO_TERRENO,error_promedio_VALOR_FISICO_TERRENO_M2,error_min_IMPORTE_VALOR_CONCLUIDO,error_max_IMPORTE_VALOR_CONCLUIDO,error_min_VALOR_FISICO_CONSTRUCCION,error_max_VALOR_FISICO_CONSTRUCCION,error_min_VALOR_FISICO_TERRENO,error_max_VALOR_FISICO_TERRENO,error_min_VALOR_FISICO_TERRENO_M2,error_max_VALOR_FISICO_TERRENO_M2,desviacion_std_error_IMPORTE_VALOR_CONCLUIDO,desviacion_std_error_VALOR_FISICO_CONSTRUCCION,desviacion_std_error_VALOR_FISICO_TERRENO,desviacion_std_error_VALOR_FISICO_TERRENO_M2
"Tuesday, 04. October 2016 01:02AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold8_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,47.99572682380676,322,35,250,45,1,10,4,3088570.6171428571,1081616.0968571429,864306.10600000003,25173.531999999999,3193658.4838789115,1113946.9739095741,769231.80093491205,23715.343366197987,808105.33953939751,355386.26798708207,267532.38352730323,3182.4217991948967,31341.516121088527,2156341.5161210885,2531.6360904260073,1129006.2560904259,8841.0309349120362,1143455.0990650877,29.776633802048309,9979.4566338020522,532048.3085552066,284043.60609665216,235667.4848480877,2780.679286208902
"Tuesday, 04. October 2016 01:03AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold9_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,49.79226517677307,322,35,250,45,1,10,4,3016229.7142857141,1082063.6625714286,864157.04628571437,24942.36942857143,3263172.6123021715,1182941.4830154837,945543.80543829978,25662.937583301442,793348.68456937803,343905.7757459539,388646.37947355706,3608.4289452317171,2827.3876978284679,2466172.6123021715,11181.473015483702,1015508.1669845162,3250.2854382997612,2318784.1945617003,91.757583301441628,10366.537583301442,671921.4149574611,288404.2623938686,371877.45756886277,2256.024605743863
"Tuesday, 04. October 2016 01:04AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold10_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,47.84604597091675,322,35,250,45,1,10,4,3517457.1428571427,1246867.568,942817.73485714279,25085.04742857143,3165347.1981841074,1117613.0129197305,1124350.8896372276,24649.307574384511,952901.98893460701,452346.79782064073,398909.51780306641,3955.8307793384711,40347.19818410743,3706652.8018158926,3234.1470802694093,1407186.9870802695,8785.8896372276358,1963379.9103627722,347.90757438450964,14467.09242561549,952663.0813145165,366844.8261004829,325150.0056220538,3498.1906315786064
"Tuesday, 04. October 2016 01:05AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold1_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,49.98772096633911,322,35,250,45,1,15,4,3342190.4677142859,1192292.1962857142,923419.90828571422,25682.856857142859,3678798.1818625904,1300309.4882893332,1211859.8814585565,24974.203790070653,937697.44315492781,400291.32496289251,523618.59534241928,3904.342967696196,7973.9618790969253,2428904.9382034345,34683.553970756009,1055684.7644363577,16609.074184388155,1624517.9294447701,92.499153168933844,13684.419153168932,647509.3448134016,266869.90483616415,291299.01356954046,2946.3820522435462
"Tuesday, 04. October 2016 01:05AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold2_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,47.89755201339722,322,35,250,45,1,15,4,3779828.5714285714,1352491.7094285714,1032689.3357142857,25038.280000000002,3059042.3327321834,1057518.1285555596,917441.8560493784,26850.614321947665,1077862.1928091038,486675.91922828957,301632.74615128175,3697.849960456434,33317.080302746501,4308317.080302747,10995.408878264017,2114573.3788782642,2080.2938740373356,983291.44655448827,41.080597682870575,8263.9294023171315,961458.451782445,494028.09447214915,222837.12622957776,2426.518136062325
"Tuesday, 04. October 2016 01:06AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold3_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,49.58544087409973,322,35,250,45,1,15,4,2868371.4285714286,972824.20828571427,791913.01228571427,24190.735714285714,3220462.4353269511,1173926.3087805437,1286780.6717346592,27726.645395622487,971153.92302802438,434051.25118468015,583709.82305245148,4534.1329742662056,104462.43532695109,2817537.5646730489,52442.751219456317,983539.05121945613,88732.671734659234,1002792.0817346592,427.9453956224861,13449.285395622486,674001.5025485035,275517.58710520796,278124.73296404415,3681.1847480837796
"Tuesday, 04. October 2016 01:07AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold4_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,48.499531984329224,322,35,250,45,1,15,4,3411028.5714285714,1152263.3545714284,1145228.6762857144,24580.405428571426,3329821.960117308,1234704.9325437665,1064984.0007650771,25643.93488803702,1068337.770289066,499523.01250875328,583642.46909759566,3977.365244128036,45821.960117307957,5389178.0398826916,15295.067456233548,1066100.0674562335,46150.859234923031,2928188.2292349227,56.065111962980154,20287.285111962981,1019532.1791563333,296371.6663699337,705242.862366989,3975.613318896096
"Tuesday, 04. October 2016 01:08AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold5_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.83961009979248,322,35,250,45,1,15,4,3468685.7142857141,1240905.2231428572,1042620.7522857143,26014.54085714286,3450114.977207623,1347995.251186152,958126.4047992531,24388.586973125566,812288.99934878922,421218.73465850489,366694.81495985063,3494.6280339463151,51885.022792377044,3323885.022792377,38213.251186151989,1656808.728813848,1838.445200746879,3536310.5952007468,46.173026874432253,15264.913026874434,676146.5696196976,340049.46848405636,571293.7866274156,3278.5359893492277
"Tuesday, 04. October 2016 01:09AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold6_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.9915189743042,322,35,250,45,1,15,4,2613358.2857142859,893042.51885714289,881104.18771428568,23366.943142857144,3072142.4703822532,1152064.5277800527,789947.37184556329,25014.476458814424,987812.96437339042,484784.6651972509,318022.68348893663,3344.2837753504796,27214.174333716277,3441430.9507538686,46504.516574692447,895320.72657469241,421.71432970080059,1970924.0043297005,229.70501960066758,9072.5050196006705,788547.5406677645,292905.18067685317,392034.5402280092,2461.2127777006267
"Tuesday, 04. October 2016 01:09AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold7_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,44.31624102592468,322,35,250,45,1,15,4,3162742.8571428573,1164516.4074285713,832824.92028571432,23282.566000000003,3527753.9055420887,1160191.6353464071,971951.79581831221,21642.182231480198,723565.7363442044,326470.68672418303,396166.22258708382,3235.9359669314003,72246.094457911327,2346753.9055420887,11568.374653592939,1146153.4346535928,29658.275818312308,1956884.1741816879,143.69223148019591,11012.067768519802,542046.6468643353,254165.10497824784,326833.3005142361,2390.201700608095
"Tuesday, 04. October 2016 01:10AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold8_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,43.099125146865845,322,35,250,45,1,15,4,3088570.6171428571,1081616.0968571429,864306.10600000003,25173.531999999999,3198713.8249716791,1088985.6055470442,905963.26643705054,24511.652531541669,799648.52363012056,363664.501590022,279346.5357871778,3111.6608736224698,32487.567442338914,2171070.98761222,1505.7264841513243,1133250.5690363054,4884.6333549252013,1022633.6866450747,149.72117086493017,9650.7188291350722,530323.385404649,282333.0295543396,206539.5806924688,2563.7215990728055
"Tuesday, 04. October 2016 01:11AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold9_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,49.28838586807251,322,35,250,45,1,15,4,3016229.7142857141,1082063.6625714286,864157.04628571437,24942.36942857143,3179359.0473926179,1228369.6432692348,792849.49137986032,24606.010393483608,766862.61218667321,357402.1822582435,341497.24056168634,3499.1143194414522,7359.0473926179111,2454640.9526073821,9475.6232692347839,998189.31326923484,142.96862013963982,2471478.5086201397,183.43039348360617,9309.6103934836083,677076.5404706973,291446.37003371114,413738.38259923336,2336.776495273309
"Tuesday, 04. October 2016 01:12AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold10_L1_H15,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.115545988082886,322,35,250,45,1,15,4,3517457.1428571427,1246867.568,942817.73485714279,25085.04742857143,3413266.8489326923,1273502.9952655071,899684.55100216041,26022.126011737895,919421.21186906507,445051.55742756365,310084.80821684393,3940.0417369962911,11641.170223930851,3460358.8297760691,11744.544606436742,1247425.4053935632,10527.292404381558,2187303.2924043816,73.419653865203145,13042.980346134798,925773.601437067,359193.7217452162,370662.1859991862,3521.151842667245
"Tuesday, 04. October 2016 01:12AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold1_L1_H20,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.979655027389526,322,35,250,45,1,20,4,3342190.4677142859,1192292.1962857142,923419.90828571422,25682.856857142859,3366787.5846014088,1193005.6359989678,1035125.5722995754,23637.142703919246,880267.00968061935,385752.939530681,429498.20999624615,4160.2704538811722,9718.4584075873718,2853281.5415924126,3055.8126996885985,1100818.1773003116,1409.4406635324704,1844533.7993364674,357.38910328983911,14643.080896710162,656442.612288993,268660.3354553725,331556.3781750947,3088.821775488179
