Fecha_hora_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,promedio_IMPORTE_VALOR_CONCLUIDO,promedio_VALOR_FISICO_CONSTRUCCION,promedio_VALOR_FISICO_TERRENO,promedio_VALOR_FISICO_TERRENO_M2,promedio_regresion_IMPORTE_VALOR_CONCLUIDO,promedio_regresion_VALOR_FISICO_CONSTRUCCION,promedio_regresion_VALOR_FISICO_TERRENO,promedio_regresion_VALOR_FISICO_TERRENO_M2,error_promedio_IMPORTE_VALOR_CONCLUIDO,error_promedio_VALOR_FISICO_CONSTRUCCION,error_promedio_VALOR_FISICO_TERRENO,error_promedio_VALOR_FISICO_TERRENO_M2,error_min_IMPORTE_VALOR_CONCLUIDO,error_max_IMPORTE_VALOR_CONCLUIDO,error_min_VALOR_FISICO_CONSTRUCCION,error_max_VALOR_FISICO_CONSTRUCCION,error_min_VALOR_FISICO_TERRENO,error_max_VALOR_FISICO_TERRENO,error_min_VALOR_FISICO_TERRENO_M2,error_max_VALOR_FISICO_TERRENO_M2,desviacion_std_error_IMPORTE_VALOR_CONCLUIDO,desviacion_std_error_VALOR_FISICO_CONSTRUCCION,desviacion_std_error_VALOR_FISICO_TERRENO,desviacion_std_error_VALOR_FISICO_TERRENO_M2
"Tuesday, 04. October 2016 12:31AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold8_L1_H10,from_server_,-03103-03100-03104-03200-03230-03240,55.26747107505798,358,39,250,45,1,10,4,3180135.8974358975,1081326.9761538461,860112.02794871794,24755.558974358977,2999251.8092527725,1092018.3402857312,914462.09826799692,24372.810043577207,814614.73013937077,313776.63529557828,357006.47876064945,3160.4011160450223,13835.954664724413,5736835.9546647239,227.00171518605202,1912280.981715186,1564.4203838935355,2754451.2303838935,120.34220434388044,10069.782204343879,960504.6923224295,360602.56804278673,462711.9418650757,2178.366303459687
"Tuesday, 04. October 2016 12:32AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold9_L1_H10,from_server_,-03103-03100-03104-03200-03230-03240,55.73415398597717,358,39,250,45,1,10,4,3495529.9069230771,1232180.0899999999,1075789.5476923077,24579.183076923076,3025734.7410268588,1071020.466266921,802428.30021126638,25355.171874725704,977351.81950662227,430990.48579824495,466100.77429938642,2930.7936056918647,21734.741026858799,3748265.2589731412,31033.13373307907,1413946.763733079,26820.959788733628,2420807.4897887334,16.071874725705129,10058.771874725704,788194.1510975624,335402.8700977384,477945.9559935441,2626.7682791778993
"Tuesday, 04. October 2016 12:33AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold10_L1_H10,from_server_,-03103-03100-03104-03200-03230-03240,51.691956996917725,358,39,250,45,1,10,4,3254820.512820513,1198404.1761538461,985142.21564102569,25217.986153846152,3174380.9608347346,1129702.1734773084,1094541.2002679599,26227.821401766523,727162.39164504758,373891.44775931945,493315.0490774205,3246.2445698196102,74380.960834734607,2092619.0391652654,8402.826522691641,1044861.8265226916,7781.7997320401482,3399895.7997320401,25.931401766523777,13425.678598233477,523910.77420800703,284189.0675143929,588262.5786456822,2553.0062225934166
"Tuesday, 04. October 2016 12:34AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold1_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,52.80943703651428,358,39,250,45,1,15,4,3262943.5897435895,1187100.552051282,875589.93794871785,23894.880769230767,3430894.2052340745,1276427.6053074687,979793.52483644895,24788.238266414122,708617.80013420701,364293.26483031164,285966.76237299317,3516.9264341168036,32894.205234074499,2203105.7947659255,1777.6546925313305,945992.91530746873,2868.9251635510009,849258.47516355105,88.788266414121608,14328.161733585879,559999.8946058608,295426.89394188276,198185.71534898024,2729.8251027166625
"Tuesday, 04. October 2016 12:34AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold2_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,50.0205659866333,358,39,250,45,1,15,4,3279287.4769230769,1165963.5887179486,864738.73974358977,24849.005128205128,3113693.953249359,1107895.0639652247,820485.11091486085,24513.034656131385,866428.37282697239,388159.52790011093,323760.35340370727,4184.0701546565606,5306.0467506409623,3518306.046750641,8583.5460347754415,2043054.9360347753,11818.510914860875,954658.06908513908,531.08534386861356,11497.825343868615,812944.7733727772,342324.56883930345,256648.86337140796,2776.1808032363547
"Tuesday, 04. October 2016 12:35AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold3_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,52.44422888755798,358,39,250,45,1,15,4,3165089.7435897435,1119592.8499999999,880523.95820512809,25578.879743589747,3230613.9685850115,1190892.5650819615,945344.86498877616,25824.989170979832,998598.51040397526,431937.41989070905,359521.37756093685,3023.6226278733461,1613.9685850115493,4140386.0314149885,13143.434918038547,1321787.4349180385,23969.654988776194,903840.13501122384,53.210829020168603,10039.420829020171,884035.4306048722,323524.7584761444,223963.86811986775,2461.0265073148
"Tuesday, 04. October 2016 12:36AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold4_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,47.733494997024536,358,39,250,45,1,15,4,3398307.6923076925,1198306.425128205,966092.83025641029,26042.583333333332,3187811.2343661571,1153877.6733582013,785270.91804977413,24735.809111795854,1055645.8657854833,500665.54307501018,308418.67008086765,3540.2252876263847,62811.234366157092,3684188.7656338429,14677.673358201282,1585720.3266417987,4268.0619502258487,1127415.9819502258,268.80911179585382,21195.410888204147,845627.8252868354,321797.0546559655,270093.0140726055,3445.8900502280408
"Tuesday, 04. October 2016 12:37AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold5_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,49.71935200691223,358,39,250,45,1,15,4,3159307.6923076925,1148059.5246153846,864078.59564102557,25100.373333333333,2623399.38457176,937296.98647414707,835491.67647325003,26261.165630002419,1118082.1617435303,482237.32107006863,294455.18508357054,4005.0664920520885,33399.384571759962,3758600.61542824,1221.9864741470665,1587503.0135258529,5244.0735267499695,2252239.1235267497,165.15563000242037,12268.04436999758,934962.7727328164,393277.49442771886,357595.45558208844,3149.142347443163
"Tuesday, 04. October 2016 12:38AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold6_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,54.61474108695984,358,39,250,45,1,15,4,3118421.5384615385,1084241.4392307694,1069420.0246153846,25615.176923076924,3032590.6911526406,997935.14191293716,885307.97929703689,22935.913279477689,796486.39253454772,354398.30555408821,407775.3512640266,3984.3499407672803,117409.30884735938,3335409.3088473594,7096.4380870627938,1180682.2580870627,1639.0092970370315,3107864.2507029632,123.32327947768863,15593.29672052231,695033.401169957,291727.72499944875,630716.0397287976,3074.4458175185173
"Tuesday, 04. October 2016 12:39AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold7_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,57.62634992599487,358,39,250,45,1,15,4,3074025.641025641,1153243.2207692307,859744.39128205134,24010.096666666668,3550561.4007935035,1214333.4908004291,1141619.5605447744,25449.521062413187,885943.76962412894,426684.32519606495,441560.61273098539,4093.5495857801197,30949.311978089623,2698050.6880219104,22262.514126120368,1949580.9281218883,18908.841861000285,1624838.2818610002,176.15175655451458,9892.7517565545149,711671.0787228475,383298.5554044599,283861.31935383304,2730.1420090223046
"Tuesday, 04. October 2016 12:40AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold8_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,53.84264898300171,358,39,250,45,1,15,4,3180135.8974358975,1081326.9761538461,860112.02794871794,24755.558974358977,3327273.9538334087,1155807.8739626526,898056.12393676455,24720.715191442523,810736.24338891008,335182.53916320752,345611.04946285812,3125.1544822707042,22726.046166591346,5391726.0461665913,7792.6139626526274,1848996.1060373473,8816.3439367644023,2762593.3660632358,493.91519144252379,10443.355191442522,941331.9296626037,348624.41007217584,459690.9143477824,2153.983683975404
"Tuesday, 04. October 2016 12:41AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold9_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,54.52599215507507,358,39,250,45,1,15,4,3495529.9069230771,1232180.0899999999,1075789.5476923077,24579.183076923076,3224865.1383304182,1220756.3222870841,870789.0919500282,24815.876690195571,933608.13913680019,425943.85839420557,448240.85914076731,2905.7436575337351,52938.432438440621,3554061.5675615594,614.11979329353198,1234353.1102067064,2586.1795399269322,2359358.609539927,39.510405090946733,10479.430405090945,743612.7780271111,321307.61214695877,456584.69114798546,2561.1745977981104
"Tuesday, 04. October 2016 12:41AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold10_L1_H15,from_server_,-03103-03100-03104-03200-03230-03240,53.14934515953064,358,39,250,45,1,15,4,3254820.512820513,1198404.1761538461,985142.21564102569,25217.986153846152,3621481.1283399905,1122548.1185558815,1140530.6502250438,23242.657799231929,739750.38580570463,373665.55522759666,527589.50772095285,3333.7984376280378,4394.3397049740888,2516605.6602950259,2527.5227741646813,1041752.846812271,34671.806661157636,3342064.1933388421,31.946026679110219,16134.043973320891,630475.0500817425,285503.07780037,571948.0295851689,3142.6496801566254
"Tuesday, 04. October 2016 12:42AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold1_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,59.04711079597473,358,39,250,45,1,20,4,3262943.5897435895,1187100.552051282,875589.93794871785,23894.880769230767,3642059.4466297505,1381369.4968284038,977310.02513734379,25167.326594406648,742098.81828018592,400940.5344211809,285011.57018102973,3623.8487830377721,17940.553370249923,2244059.4466297501,6088.893171596108,1050934.8068284038,5352.4248626560438,851741.97486265609,171.77340559335062,13949.073405593354,616887.2151630837,298319.326870246,198271.43120181415,2740.3407438347967
"Tuesday, 04. October 2016 12:43AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold2_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,54.19204592704773,358,39,250,45,1,20,4,3279287.4769230769,1165963.5887179486,864738.73974358977,24849.005128205128,2955591.2890960118,1023015.2516275037,895737.38560440263,23610.502643432166,893114.53328553564,399744.65688737115,330978.16433925176,4253.4956940949614,42408.71090398822,3676408.7109039882,43034.748372496339,2127934.7483724961,839.42439559742343,879405.7943955973,77.502643432166224,12400.357356567834,831433.5614821952,353723.63835431705,245245.57614204066,2922.740073688523
"Tuesday, 04. October 2016 12:44AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold3_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,58.647477865219116,358,39,250,45,1,20,4,3165089.7435897435,1119592.8499999999,880523.95820512809,25578.879743589747,3524122.6418956257,1303428.8735326529,1391663.4970622379,25668.457738619378,1058938.5583861698,468237.17417922552,583191.81273220386,3038.1272129975155,25877.35810437426,3846877.3581043743,8778.8735326528549,1209251.1264673471,34384.582937762141,1093858.9970622379,48.042261380622222,10195.952261380626,884295.174200047,317339.2300726041,310426.5177710464,2432.320429154227
"Tuesday, 04. October 2016 12:45AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold4_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,53.07610511779785,358,39,250,45,1,20,4,3398307.6923076925,1198306.425128205,966092.83025641029,26042.583333333332,3184535.7584793689,1117552.9421878872,851978.61355751613,25151.928902861313,1055729.8523466827,504569.85869386065,288226.73174313729,3465.537119999251,59535.758479368873,3687464.2415206311,21647.057812112849,1622045.0578121128,13226.413557516178,1060708.2864424838,187.17109713868558,20779.291097138688,846344.3581664291,322762.7598231531,255583.94693854128,3388.659357882078
"Tuesday, 04. October 2016 12:46AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold5_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,52.28807306289673,358,39,250,45,1,20,4,3159307.6923076925,1148059.5246153846,864078.59564102557,25100.373333333333,3370545.8706078753,1258690.8289701915,970119.25622454728,24615.043941337535,1115484.9444992533,503091.5574546596,343072.36271326419,3810.2516938118579,100545.87060787529,3011454.1293921247,17053.811029808363,1266109.1710298085,911.53377545275725,2117611.5437754523,74.956058662464784,13914.166058662464,798361.0079857411,319276.2820717116,327577.66951882467,3213.680603723843
"Tuesday, 04. October 2016 12:47AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold6_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,51.012558937072754,358,39,250,45,1,20,4,3118421.5384615385,1084241.4392307694,1069420.0246153846,25615.176923076924,3436054.7642514491,1280228.006542813,850432.80992733198,23077.739647276554,873853.12654535496,375257.59985419095,411330.84591047885,3915.2550436344995,34945.235748550855,2931945.2357485509,827.99345718696713,1020478.136542813,6079.4999273319263,3142739.4200726682,265.14964727655388,15451.470352723445,668854.7280519329,317564.03429021843,639490.8521924097,3042.7247222436176
"Tuesday, 04. October 2016 12:48AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold7_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,54.32394289970398,358,39,250,45,1,20,4,3074025.641025641,1153243.2207692307,859744.39128205134,24010.096666666668,3111762.7429729938,1174099.4155867957,834252.35707127501,24593.860937107795,753111.44308141991,415890.63494033623,315329.26222577196,3860.6824362760699,4192.8898367392831,3135807.1101632607,12668.475649198284,1989164.6956491985,14059.004392211442,1935169.6856077884,25.596959367594536,9381.4569593675988,705760.0998721217,390565.56174783985,313931.5264653168,2745.0234711389344
"Tuesday, 04. October 2016 12:49AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold8_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,54.28598594665527,358,39,250,45,1,20,4,3180135.8974358975,1081326.9761538461,860112.02794871794,24755.558974358977,3265365.9466678621,1133713.1934909031,889256.53787153692,24431.208613593441,785535.29215782275,333975.49244891881,336159.07142960664,3148.9047784567879,4934.5148158892989,5440934.5148158893,7551.8549682104494,1864340.5749682104,6381.5170626038453,2759268.327062604,373.83117472107915,10323.271174721078,950139.4717408069,348765.6980441326,461463.98705956875,2156.387753076489
"Tuesday, 04. October 2016 12:50AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold9_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,47.50110101699829,358,39,250,45,1,20,4,3495529.9069230771,1232180.0899999999,1075789.5476923077,24579.183076923076,3657284.9688564334,1322422.4201667507,1083822.2064275774,25947.526584772389,898813.87877878395,428997.91804686352,439594.3282020092,3180.9090066327658,7556.6918309223838,3121443.3081690776,1471.7858446710743,1133159.264155329,4997.6540402239189,2149797.504040224,200.2436359563435,10242.943635956342,754849.97757578,329242.3590037424,415333.1536942017,2581.5156122389044
"Tuesday, 04. October 2016 12:50AM",from_server_-03103-03100-03104-03200-03230-03240_N397_E250_10fold10_L1_H20,from_server_,-03103-03100-03104-03200-03230-03240,52.13821291923523,358,39,250,45,1,20,4,3254820.512820513,1198404.1761538461,985142.21564102569,25217.986153846152,3479199.0358691607,1293169.457439099,939098.86306312261,25384.640700338867,706153.72254732822,375977.98800188955,433885.75342806015,3120.0216282485726,15199.035869160667,2360199.0358691607,7213.4574390989728,962734.76743909903,2606.2369368773652,3555338.1369368774,184.64070033886674,14268.859299661133,590313.2756160493,288893.2098641592,625545.8452683532,2515.8330884360025
"Tuesday, 04. October 2016 12:57AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold1_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,48.74225211143494,322,35,250,45,1,10,4,3342190.4677142859,1192292.1962857142,923419.90828571422,25682.856857142859,3430842.0663518137,1216800.4458871349,966686.711000107,24973.045740714486,881644.11319311627,389543.06146314129,397574.73357147444,3907.5201216938722,71157.93364818627,2780157.9336481863,6631.6458871348295,1077473.5441128653,33611.711000107112,1909394.3289998928,294.96574071448413,13296.954259285514,643322.075677554,265362.81071666064,347893.6233820185,2774.8726643827526
"Tuesday, 04. October 2016 12:57AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold2_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,50.22272300720215,322,35,250,45,1,10,4,3779828.5714285714,1352491.7094285714,1032689.3357142857,25038.280000000002,3233994.2099599871,1115968.8909404834,996310.79202630778,25442.685729226076,1014286.8722937169,467600.21700850234,280505.9454248132,3356.7319196479493,4994.2099599870853,4137005.7900400129,13915.290940483334,2060527.3290595168,19439.992026307737,701012.40797369217,73.685729226075637,9762.3242707739264,911680.115442507,481378.55677920225,202057.0579960943,2016.6625091462474
"Tuesday, 04. October 2016 12:58AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold3_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.24374008178711,322,35,250,45,1,10,4,2868371.4285714286,972824.20828571427,791913.01228571427,24190.735714285714,3268834.7570419605,1125131.3306772285,925261.58525608573,25318.154890061869,975300.12203216809,424292.2555640171,368353.8499668939,3608.873854001768,80165.242958039511,2769165.2429580395,37691.330677228514,1032334.0293227714,4025.2352560857544,1251179.1647439143,20.945109938129463,11040.794890061869,694701.6913942129,258924.53733744923,235103.8225413819,3139.096877621308
"Tuesday, 04. October 2016 12:59AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold4_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,48.58756709098816,322,35,250,45,1,10,4,3411028.5714285714,1152263.3545714284,1145228.6762857144,24580.405428571426,3222611.4309476716,1138687.8097168838,876670.37181444245,24841.218268731925,1068473.0735766739,488509.37706618913,541811.1001982356,3673.1555984805204,12069.881254234351,5493139.2708917055,14967.513722099597,1272134.7296492171,8476.1900901643094,3122098.1500901645,201.36403284737389,21383.295967152626,1032752.1873972781,333506.51338874496,778242.5941887227,4128.839438052918
"Tuesday, 04. October 2016 01:00AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold5_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,49.90205788612366,322,35,250,45,1,10,4,3468685.7142857141,1240905.2231428572,1042620.7522857143,26014.54085714286,3393457.4733550777,1216867.213458376,926376.74547755835,24560.348045028135,810929.78647556924,390695.20049405372,360376.67478250834,3467.4522792816952,4542.5266449223273,3380542.5266449223,1212.7865416239947,1787936.766541624,556.35452244163025,3568060.2545224419,125.58804502813655,15093.151954971865,681685.3375540096,359896.756803656,580812.9686843125,3226.290241416757
"Tuesday, 04. October 2016 01:01AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold6_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.4568510055542,322,35,250,45,1,10,4,2613358.2857142859,893042.51885714289,881104.18771428568,23366.943142857144,3116925.4656227557,1127407.9216060485,862296.78831487417,24294.66210799585,1001614.0300884522,475187.56820865208,333617.55328096764,3407.553278742027,39925.465622755699,3486074.5343772443,11439.921606048476,891104.48160604853,7605.4016851257766,1890610.3016851256,557.33789200415049,9400.1378920041534,807086.7029734608,291892.79532602837,372720.2094708008,2174.3932204363955
"Tuesday, 04. October 2016 01:01AM",from_server_-03103-03100-03104-03200-03230-03240_N357_E250_10fold7_L1_H10,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='3' OR CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' OR CVE_CLASE_INMUEBLE='7' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='3' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='3' OR CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,48.407811880111694,322,35,250,45,1,10,4,3162742.8571428573,1164516.4074285713,832824.92028571432,23282.566000000003,3362075.653563288,1189103.6637687441,871155.18426392926,24067.226840107083,666191.00733569299,329128.15653035033,354828.11244260106,3235.1420113193435,14251.557584757451,2195251.5575847575,7607.3222218740266,1117553.512221874,26521.791822770494,2059617.5981772298,19.119961829648673,8535.1300381703513,533663.2407127161,252172.55481171154,349255.7661581864,1799.078413198586
